Domain Code,Area Code,Indicator Code,Sex Code,Sex,Year,Element Code,Element,Source Code,Unit,Value,Flag,Note
OEA,237,21088,2,Male,2009,6199,Value,3023,1000 No,2165.86,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,2,Male,2010,6199,Value,3023,1000 No,2320.9,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,2,Male,2011,6199,Value,3023,1000 No,2193.33,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,2,Male,2012,6199,Value,3023,1000 No,2057.6,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,2,Male,2013,6199,Value,3023,1000 No,2077.37,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,2,Male,2014,6199,Value,3023,1000 No,1904.96,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,2,Male,2015,6199,Value,3023,1000 No,1856.13,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,2,Male,2016,6199,Value,3023,1000 No,1612.81,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,2,Male,2017,6199,Value,3023,1000 No,1580.63,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,2,Male,2018,6199,Value,3023,1000 No,1353.09,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,2,Male,2019,6199,Value,3023,1000 No,1214.76,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21088,2,Male,2020,6199,Value,3023,1000 No,985.68,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,2,Male,2021,6199,Value,3023,1000 No,771.21,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,3,Female,2007,6199,Value,3023,1000 No,1870.5,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,3,Female,2009,6199,Value,3023,1000 No,1956.75,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,3,Female,2010,6199,Value,3023,1000 No,1910.81,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,3,Female,2011,6199,Value,3023,1000 No,1747.55,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,3,Female,2012,6199,Value,3023,1000 No,1475.19,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,3,Female,2013,6199,Value,3023,1000 No,1539.27,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,3,Female,2014,6199,Value,3023,1000 No,1439.96,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,3,Female,2015,6199,Value,3023,1000 No,1334.73,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,3,Female,2016,6199,Value,3023,1000 No,1224.75,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,3,Female,2017,6199,Value,3023,1000 No,1144.5,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,3,Female,2018,6199,Value,3023,1000 No,1036.05,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,3,Female,2019,6199,Value,3023,1000 No,916.67,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21088,3,Female,2020,6199,Value,3023,1000 No,751.82,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21088,3,Female,2021,6199,Value,3023,1000 No,479.25,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,1,Total,2007,6199,Value,3023,1000 No,15228.65,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,1,Total,2009,6199,Value,3023,1000 No,14880.93,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,1,Total,2010,6199,Value,3023,1000 No,15740.05,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,1,Total,2011,6199,Value,3023,1000 No,16051.35,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,1,Total,2012,6199,Value,3023,1000 No,15914.79,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,1,Total,2013,6199,Value,3023,1000 No,15543.85,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,1,Total,2014,6199,Value,3023,1000 No,15513.49,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,1,Total,2015,6199,Value,3023,1000 No,14477.94,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,1,Total,2016,6199,Value,3023,1000 No,13900.02,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,1,Total,2017,6199,Value,3023,1000 No,13329.33,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,1,Total,2018,6199,Value,3023,1000 No,12590.35,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,1,Total,2019,6199,Value,3023,1000 No,11347.43,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21089,1,Total,2020,6199,Value,3023,1000 No,10675.92,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,1,Total,2021,6199,Value,3023,1000 No,8590.5,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,2,Male,2007,6199,Value,3023,1000 No,7198.22,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,2,Male,2009,6199,Value,3023,1000 No,7088.41,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,2,Male,2010,6199,Value,3023,1000 No,7520.74,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,2,Male,2011,6199,Value,3023,1000 No,7635.48,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,2,Male,2012,6199,Value,3023,1000 No,7603.36,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,2,Male,2013,6199,Value,3023,1000 No,7439.28,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,2,Male,2014,6199,Value,3023,1000 No,7491.3,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,2,Male,2015,6199,Value,3023,1000 No,7068.24,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,2,Male,2016,6199,Value,3023,1000 No,6798.37,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,2,Male,2017,6199,Value,3023,1000 No,6534.97,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,2,Male,2018,6199,Value,3023,1000 No,6318.73,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,2,Male,2019,6199,Value,3023,1000 No,5679.91,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21089,2,Male,2020,6199,Value,3023,1000 No,5410.4,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,2,Male,2021,6199,Value,3023,1000 No,4622.64,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,3,Female,2007,6199,Value,3023,1000 No,8030.43,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,3,Female,2009,6199,Value,3023,1000 No,7792.52,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,3,Female,2010,6199,Value,3023,1000 No,8219.31,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,3,Female,2011,6199,Value,3023,1000 No,8415.88,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,3,Female,2012,6199,Value,3023,1000 No,8311.43,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,3,Female,2013,6199,Value,3023,1000 No,8104.56,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,3,Female,2014,6199,Value,3023,1000 No,8022.19,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,3,Female,2015,6199,Value,3023,1000 No,7409.69,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,3,Female,2016,6199,Value,3023,1000 No,7101.65,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,3,Female,2017,6199,Value,3023,1000 No,6794.36,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,3,Female,2018,6199,Value,3023,1000 No,6271.63,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,3,Female,2019,6199,Value,3023,1000 No,5667.51,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21089,3,Female,2020,6199,Value,3023,1000 No,5265.53,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21089,3,Female,2021,6199,Value,3023,1000 No,3967.86,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,1,Total,2007,6199,Value,3023,1000 No,2271.06,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,1,Total,2009,6199,Value,3023,1000 No,2558.95,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,1,Total,2010,6199,Value,3023,1000 No,2722.34,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,1,Total,2011,6199,Value,3023,1000 No,3165.05,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,1,Total,2012,6199,Value,3023,1000 No,3437.02,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,1,Total,2013,6199,Value,3023,1000 No,3726.37,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,1,Total,2014,6199,Value,3023,1000 No,3947.75,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,1,Total,2015,6199,Value,3023,1000 No,3938.19,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,1,Total,2016,6199,Value,3023,1000 No,3964.09,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,1,Total,2017,6199,Value,3023,1000 No,3920.91,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,1,Total,2018,6199,Value,3023,1000 No,3883.68,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,1,Total,2019,6199,Value,3023,1000 No,3654.53,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21090,1,Total,2020,6199,Value,3023,1000 No,3405.62,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,1,Total,2021,6199,Value,3023,1000 No,3051.7,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,2,Male,2007,6199,Value,3023,1000 No,1073.61,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,2,Male,2009,6199,Value,3023,1000 No,1232.83,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,2,Male,2010,6199,Value,3023,1000 No,1302.8,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,2,Male,2011,6199,Value,3023,1000 No,1506.65,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,2,Male,2012,6199,Value,3023,1000 No,1640.72,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,2,Male,2013,6199,Value,3023,1000 No,1789.02,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,2,Male,2014,6199,Value,3023,1000 No,1881.52,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,2,Male,2015,6199,Value,3023,1000 No,1857.47,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,2,Male,2016,6199,Value,3023,1000 No,1853.14,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,2,Male,2017,6199,Value,3023,1000 No,1906.49,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,2,Male,2018,6199,Value,3023,1000 No,1932.23,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,2,Male,2019,6199,Value,3023,1000 No,1800.35,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21090,2,Male,2020,6199,Value,3023,1000 No,1728.14,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,2,Male,2021,6199,Value,3023,1000 No,1577.48,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,3,Female,2007,6199,Value,3023,1000 No,1197.45,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,3,Female,2009,6199,Value,3023,1000 No,1326.12,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,3,Female,2010,6199,Value,3023,1000 No,1419.54,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,3,Female,2011,6199,Value,3023,1000 No,1658.39,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,3,Female,2012,6199,Value,3023,1000 No,1796.29,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,3,Female,2013,6199,Value,3023,1000 No,1937.34,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,3,Female,2014,6199,Value,3023,1000 No,2066.23,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,3,Female,2015,6199,Value,3023,1000 No,2080.72,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,3,Female,2016,6199,Value,3023,1000 No,2110.95,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,3,Female,2017,6199,Value,3023,1000 No,2014.42,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,3,Female,2018,6199,Value,3023,1000 No,1951.46,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,3,Female,2019,6199,Value,3023,1000 No,1854.18,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21090,3,Female,2020,6199,Value,3023,1000 No,1677.48,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21090,3,Female,2021,6199,Value,3023,1000 No,1474.22,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,1,Total,2007,6199,Value,3023,1000 No,1143.53,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,1,Total,2009,6199,Value,3023,1000 No,1264.74,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,1,Total,2010,6199,Value,3023,1000 No,1276.12,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,1,Total,2011,6199,Value,3023,1000 No,1424.04,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,1,Total,2012,6199,Value,3023,1000 No,1463.34,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,1,Total,2013,6199,Value,3023,1000 No,1548.54,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,1,Total,2014,6199,Value,3023,1000 No,1621.4,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,1,Total,2015,6199,Value,3023,1000 No,1651.11,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,1,Total,2016,6199,Value,3023,1000 No,1612.26,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,1,Total,2017,6199,Value,3023,1000 No,1589.45,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,1,Total,2018,6199,Value,3023,1000 No,1601.95,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,1,Total,2019,6199,Value,3023,1000 No,1713.93,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21086,1,Total,2020,6199,Value,3023,1000 No,1571.74,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,1,Total,2021,6199,Value,3023,1000 No,1340.45,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,2,Male,2007,6199,Value,3023,1000 No,577.92,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,2,Male,2009,6199,Value,3023,1000 No,654.11,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,2,Male,2010,6199,Value,3023,1000 No,635.65,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,2,Male,2011,6199,Value,3023,1000 No,715.54,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,2,Male,2012,6199,Value,3023,1000 No,712.47,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,2,Male,2013,6199,Value,3023,1000 No,751.6,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,2,Male,2014,6199,Value,3023,1000 No,776.55,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,2,Male,2015,6199,Value,3023,1000 No,830.17,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,2,Male,2016,6199,Value,3023,1000 No,804.01,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,2,Male,2017,6199,Value,3023,1000 No,805.17,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,2,Male,2018,6199,Value,3023,1000 No,815.99,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,2,Male,2019,6199,Value,3023,1000 No,818.38,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21086,2,Male,2020,6199,Value,3023,1000 No,779.4,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,2,Male,2021,6199,Value,3023,1000 No,731.95,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,3,Female,2007,6199,Value,3023,1000 No,565.61,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,3,Female,2009,6199,Value,3023,1000 No,610.63,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,3,Female,2010,6199,Value,3023,1000 No,640.47,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,3,Female,2011,6199,Value,3023,1000 No,708.5,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,3,Female,2012,6199,Value,3023,1000 No,750.87,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,3,Female,2013,6199,Value,3023,1000 No,796.94,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,3,Female,2014,6199,Value,3023,1000 No,844.85,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,3,Female,2015,6199,Value,3023,1000 No,820.94,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,3,Female,2016,6199,Value,3023,1000 No,808.25,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,3,Female,2017,6199,Value,3023,1000 No,784.28,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,3,Female,2018,6199,Value,3023,1000 No,785.96,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,3,Female,2019,6199,Value,3023,1000 No,895.56,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21086,3,Female,2020,6199,Value,3023,1000 No,792.34,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21086,3,Female,2021,6199,Value,3023,1000 No,608.5,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,1,Total,2007,6199,Value,3023,1000 No,22674.29,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,1,Total,2009,6199,Value,3023,1000 No,22827.22,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,1,Total,2010,6199,Value,3023,1000 No,23970.22,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,1,Total,2011,6199,Value,3023,1000 No,24581.32,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,1,Total,2012,6199,Value,3023,1000 No,24347.93,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,1,Total,2013,6199,Value,3023,1000 No,24435.39,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,1,Total,2014,6199,Value,3023,1000 No,24427.57,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,1,Total,2015,6199,Value,3023,1000 No,23258.1,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,1,Total,2016,6199,Value,3023,1000 No,22313.93,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,1,Total,2017,6199,Value,3023,1000 No,21564.82,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,1,Total,2018,6199,Value,3023,1000 No,20465.12,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,1,Total,2019,6199,Value,3023,1000 No,18847.32,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21091,1,Total,2020,6199,Value,3023,1000 No,17390.78,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,1,Total,2021,6199,Value,3023,1000 No,14233.11,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,2,Male,2007,6121,Value,3023,%,11010.0,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,2,Male,2009,6121,Value,3023,%,11141.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,2,Male,2010,6121,Value,3023,%,11780.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,2,Male,2011,6121,Value,3023,%,12051.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,2,Male,2012,6121,Value,3023,%,12014.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,2,Male,2013,6121,Value,3023,%,12057.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,2,Male,2014,6121,Value,3023,%,12054.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,2,Male,2015,6121,Value,3023,%,11612.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,2,Male,2016,6121,Value,3023,%,11068.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,2,Male,2017,6121,Value,3023,%,10827.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,2,Male,2018,6121,Value,3023,%,10420.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,2,Male,2019,6121,Value,3023,%,9513.0,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21091,2,Male,2020,6121,Value,3023,%,8904.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,2,Male,2021,6121,Value,3023,%,7703.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,3,Female,2007,6121,Value,3023,%,11664.0,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,3,Female,2009,6121,Value,3023,%,11686.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,3,Female,2010,6121,Value,3023,%,12190.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,3,Female,2011,6121,Value,3023,%,12530.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,3,Female,2012,6121,Value,3023,%,12334.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,3,Female,2013,6121,Value,3023,%,12378.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,3,Female,2014,6121,Value,3023,%,12373.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,3,Female,2015,6121,Value,3023,%,11646.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,3,Female,2016,6121,Value,3023,%,11246.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,3,Female,2017,6121,Value,3023,%,10738.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,3,Female,2018,6121,Value,3023,%,10045.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,3,Female,2019,6121,Value,3023,%,9334.0,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21091,3,Female,2020,6121,Value,3023,%,8487.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21091,3,Female,2021,6121,Value,3023,%,6530.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,1,Total,2007,6199,Value,3023,1000 No,1678.53,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,1,Total,2009,6199,Value,3023,1000 No,1990.88,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,1,Total,2010,6199,Value,3023,1000 No,1774.75,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,1,Total,2011,6199,Value,3023,1000 No,2067.39,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,1,Total,2012,6199,Value,3023,1000 No,1930.44,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,1,Total,2013,6199,Value,3023,1000 No,1949.7,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,1,Total,2014,6199,Value,3023,1000 No,1837.88,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,1,Total,2015,6199,Value,3023,1000 No,2137.61,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,1,Total,2016,6199,Value,3023,1000 No,2059.96,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,1,Total,2017,6199,Value,3023,1000 No,2231.07,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,1,Total,2018,6199,Value,3023,1000 No,2171.49,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,1,Total,2019,6199,Value,3023,1000 No,1918.37,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21100,1,Total,2020,6199,Value,3023,1000 No,1796.84,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,1,Total,2021,6199,Value,3023,1000 No,1790.78,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,2,Male,2007,6121,Value,3023,%,1032.0,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,2,Male,2009,6121,Value,3023,%,1172.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,2,Male,2010,6121,Value,3023,%,1115.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,2,Male,2011,6121,Value,3023,%,1293.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,2,Male,2012,6121,Value,3023,%,1240.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,2,Male,2013,6121,Value,3023,%,1266.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,2,Male,2014,6121,Value,3023,%,1196.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,2,Male,2015,6121,Value,3023,%,1401.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,2,Male,2016,6121,Value,3023,%,1362.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,2,Male,2017,6121,Value,3023,%,1456.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,2,Male,2018,6121,Value,3023,%,1404.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,2,Male,2019,6121,Value,3023,%,1253.0,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OEA,237,21100,2,Male,2020,6121,Value,3023,%,1181.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,2,Male,2021,6121,Value,3023,%,1152.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,3,Female,2007,6121,Value,3023,%,647.0,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,3,Female,2009,6121,Value,3023,%,819.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,3,Female,2010,6121,Value,3023,%,660.0,X,Repository: ILO-STATISTICS - Micro data processing
OEA,237,21100,3,Female,2011,6121,Value,3023,%,774.0,X,Repository: ILO-STATISTICS - Micro data processing
