Domain Code,Area,Indicator Code,Sex Code,Sex,Year,Element Code,Element,Source Code,Unit,Value,Flag,Note
OER,Viet Nam,21098,1,Total,2007,6199,Value,3023,1000 No,34098.44,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,1,Total,2009,6199,Value,3023,1000 No,34615.17,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,1,Total,2010,6199,Value,3023,1000 No,35839.5,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,1,Total,2011,6199,Value,3023,1000 No,35951.09,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,1,Total,2012,6199,Value,3023,1000 No,36010.41,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,1,Total,2013,6199,Value,3023,1000 No,36699.1,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,1,Total,2014,6199,Value,3023,1000 No,36743.81,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,1,Total,2015,6199,Value,3023,1000 No,36464.95,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,1,Total,2016,6199,Value,3023,1000 No,36379.15,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,1,Total,2017,6199,Value,3023,1000 No,36586.67,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,1,Total,2018,6199,Value,3023,1000 No,36711.68,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,1,Total,2019,6199,Value,3023,1000 No,36619.14,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21098,1,Total,2020,6199,Value,3023,1000 No,35871.61,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,1,Total,2021,6199,Value,3023,1000 No,35230.99,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,2,Male,2007,6199,Value,3023,1000 No,17142.59,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,2,Male,2009,6199,Value,3023,1000 No,17677.0,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,2,Male,2010,6199,Value,3023,1000 No,18355.33,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,2,Male,2011,6199,Value,3023,1000 No,18510.98,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,2,Male,2012,6199,Value,3023,1000 No,18537.53,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,2,Male,2013,6199,Value,3023,1000 No,18827.97,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,2,Male,2014,6199,Value,3023,1000 No,18792.86,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,2,Male,2015,6199,Value,3023,1000 No,18779.95,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,2,Male,2016,6199,Value,3023,1000 No,18698.42,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,2,Male,2017,6199,Value,3023,1000 No,18992.15,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,2,Male,2018,6199,Value,3023,1000 No,19182.77,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,2,Male,2019,6199,Value,3023,1000 No,19145.27,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21098,2,Male,2020,6199,Value,3023,1000 No,19038.71,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,2,Male,2021,6199,Value,3023,1000 No,18411.05,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,3,Female,2007,6199,Value,3023,1000 No,16955.85,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,3,Female,2009,6199,Value,3023,1000 No,16938.17,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,3,Female,2010,6199,Value,3023,1000 No,17484.17,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,3,Female,2011,6199,Value,3023,1000 No,17440.11,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,3,Female,2012,6199,Value,3023,1000 No,17472.88,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,3,Female,2013,6199,Value,3023,1000 No,17871.13,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,3,Female,2014,6199,Value,3023,1000 No,17950.96,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,3,Female,2015,6199,Value,3023,1000 No,17685.0,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,3,Female,2016,6199,Value,3023,1000 No,17680.73,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,3,Female,2017,6199,Value,3023,1000 No,17594.52,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,3,Female,2018,6199,Value,3023,1000 No,17528.92,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,3,Female,2019,6199,Value,3023,1000 No,17473.87,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21098,3,Female,2020,6199,Value,3023,1000 No,16832.9,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21098,3,Female,2021,6199,Value,3023,1000 No,16819.94,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,1,Total,2007,6199,Value,3023,1000 No,7997.82,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,1,Total,2009,6199,Value,3023,1000 No,9172.82,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,1,Total,2010,6199,Value,3023,1000 No,9340.96,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,1,Total,2011,6199,Value,3023,1000 No,9790.16,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,1,Total,2012,6199,Value,3023,1000 No,9742.7,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,1,Total,2013,6199,Value,3023,1000 No,10122.48,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,1,Total,2014,6199,Value,3023,1000 No,10227.13,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,1,Total,2015,6199,Value,3023,1000 No,11429.52,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,1,Total,2016,6199,Value,3023,1000 No,12126.45,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,1,Total,2017,6199,Value,3023,1000 No,13005.52,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,1,Total,2018,6199,Value,3023,1000 No,13868.42,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,1,Total,2019,6199,Value,3023,1000 No,14798.15,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21108,1,Total,2020,6199,Value,3023,1000 No,15132.04,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,1,Total,2021,6199,Value,3023,1000 No,14244.58,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,2,Male,2007,6199,Value,3023,1000 No,4937.45,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,2,Male,2009,6199,Value,3023,1000 No,5685.35,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,2,Male,2010,6199,Value,3023,1000 No,5806.14,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,2,Male,2011,6199,Value,3023,1000 No,6123.08,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,2,Male,2012,6199,Value,3023,1000 No,6055.76,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,2,Male,2013,6199,Value,3023,1000 No,6230.02,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,2,Male,2014,6199,Value,3023,1000 No,6190.54,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,2,Male,2015,6199,Value,3023,1000 No,6890.04,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,2,Male,2016,6199,Value,3023,1000 No,7273.57,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,2,Male,2017,6199,Value,3023,1000 No,7753.73,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,2,Male,2018,6199,Value,3023,1000 No,8152.52,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,2,Male,2019,6199,Value,3023,1000 No,8647.73,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21108,2,Male,2020,6199,Value,3023,1000 No,8839.84,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,2,Male,2021,6199,Value,3023,1000 No,8319.18,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,3,Female,2007,6199,Value,3023,1000 No,3060.37,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,3,Female,2009,6199,Value,3023,1000 No,3487.46,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,3,Female,2010,6199,Value,3023,1000 No,3534.82,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,3,Female,2011,6199,Value,3023,1000 No,3667.08,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,3,Female,2012,6199,Value,3023,1000 No,3686.94,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,3,Female,2013,6199,Value,3023,1000 No,3892.46,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,3,Female,2014,6199,Value,3023,1000 No,4036.59,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,3,Female,2015,6199,Value,3023,1000 No,4539.48,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,3,Female,2016,6199,Value,3023,1000 No,4852.88,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,3,Female,2017,6199,Value,3023,1000 No,5251.79,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,3,Female,2018,6199,Value,3023,1000 No,5715.89,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,3,Female,2019,6199,Value,3023,1000 No,6150.42,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21108,3,Female,2020,6199,Value,3023,1000 No,6292.19,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21108,3,Female,2021,6199,Value,3023,1000 No,5925.4,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,1,Total,2007,6199,Value,3023,1000 No,26038.48,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,1,Total,2009,6199,Value,3023,1000 No,25374.39,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,1,Total,2010,6199,Value,3023,1000 No,26455.26,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,1,Total,2011,6199,Value,3023,1000 No,26135.35,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,1,Total,2012,6199,Value,3023,1000 No,26232.78,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,1,Total,2013,6199,Value,3023,1000 No,26569.25,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,1,Total,2014,6199,Value,3023,1000 No,26495.95,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,1,Total,2015,6199,Value,3023,1000 No,25031.31,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,1,Total,2016,6199,Value,3023,1000 No,24249.65,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,1,Total,2017,6199,Value,3023,1000 No,23581.15,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,1,Total,2018,6199,Value,3023,1000 No,22842.97,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,1,Total,2019,6199,Value,3023,1000 No,21820.99,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21109,1,Total,2020,6199,Value,3023,1000 No,20739.58,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,1,Total,2021,6199,Value,3023,1000 No,20986.4,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,2,Male,2007,6199,Value,3023,1000 No,12169.02,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,2,Male,2009,6199,Value,3023,1000 No,11945.18,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,2,Male,2010,6199,Value,3023,1000 No,12522.66,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,2,Male,2011,6199,Value,3023,1000 No,12375.68,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,2,Male,2012,6199,Value,3023,1000 No,12469.48,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,2,Male,2013,6199,Value,3023,1000 No,12595.42,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,2,Male,2014,6199,Value,3023,1000 No,12591.21,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,2,Male,2015,6199,Value,3023,1000 No,11888.09,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,2,Male,2016,6199,Value,3023,1000 No,11423.44,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,2,Male,2017,6199,Value,3023,1000 No,11238.43,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,2,Male,2018,6199,Value,3023,1000 No,11030.09,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,2,Male,2019,6199,Value,3023,1000 No,10497.55,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21109,2,Male,2020,6199,Value,3023,1000 No,10198.86,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,2,Male,2021,6199,Value,3023,1000 No,10091.87,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,3,Female,2007,6199,Value,3023,1000 No,13869.46,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,3,Female,2009,6199,Value,3023,1000 No,13429.21,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,3,Female,2010,6199,Value,3023,1000 No,13932.6,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,3,Female,2011,6199,Value,3023,1000 No,13759.66,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,3,Female,2012,6199,Value,3023,1000 No,13763.3,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,3,Female,2013,6199,Value,3023,1000 No,13973.83,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,3,Female,2014,6199,Value,3023,1000 No,13904.74,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,3,Female,2015,6199,Value,3023,1000 No,13143.22,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,3,Female,2016,6199,Value,3023,1000 No,12826.21,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,3,Female,2017,6199,Value,3023,1000 No,12342.72,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,3,Female,2018,6199,Value,3023,1000 No,11812.88,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,3,Female,2019,6199,Value,3023,1000 No,11323.45,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21109,3,Female,2020,6199,Value,3023,1000 No,10540.71,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21109,3,Female,2021,6199,Value,3023,1000 No,10894.53,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,1,Total,2007,6199,Value,3023,1000 No,62.14,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,1,Total,2009,6199,Value,3023,1000 No,67.97,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,1,Total,2010,6199,Value,3023,1000 No,43.28,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,1,Total,2011,6199,Value,3023,1000 No,25.58,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,1,Total,2012,6199,Value,3023,1000 No,34.94,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,1,Total,2013,6199,Value,3023,1000 No,7.37,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,1,Total,2014,6199,Value,3023,1000 No,20.74,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,1,Total,2015,6199,Value,3023,1000 No,4.12,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,1,Total,2016,6199,Value,3023,1000 No,3.05,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,2,Male,2007,6199,Value,3023,1000 No,36.12,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,2,Male,2009,6199,Value,3023,1000 No,46.47,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,2,Male,2010,6199,Value,3023,1000 No,26.53,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,2,Male,2011,6199,Value,3023,1000 No,12.22,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,2,Male,2012,6199,Value,3023,1000 No,12.29,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,2,Male,2013,6199,Value,3023,1000 No,2.53,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,2,Male,2014,6199,Value,3023,1000 No,11.11,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,2,Male,2015,6199,Value,3023,1000 No,1.82,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,2,Male,2016,6199,Value,3023,1000 No,1.41,X,Unreliable Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,3,Female,2007,6199,Value,3023,1000 No,26.02,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,3,Female,2009,6199,Value,3023,1000 No,21.5,X,Unreliable Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,3,Female,2010,6199,Value,3023,1000 No,16.75,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,3,Female,2011,6199,Value,3023,1000 No,13.36,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,3,Female,2012,6199,Value,3023,1000 No,22.64,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,3,Female,2013,6199,Value,3023,1000 No,4.84,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,3,Female,2014,6199,Value,3023,1000 No,9.63,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,3,Female,2015,6199,Value,3023,1000 No,2.31,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21116,3,Female,2016,6199,Value,3023,1000 No,1.64,X,Unreliable Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,1,Total,2007,6199,Value,3023,1000 No,77.74,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,1,Total,2009,6199,Value,3023,1000 No,78.57,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,1,Total,2010,6199,Value,3023,1000 No,79.89,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,1,Total,2011,6199,Value,3023,1000 No,80.03,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,1,Total,2012,6199,Value,3023,1000 No,79.71,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,1,Total,2013,6199,Value,3023,1000 No,80.73,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,1,Total,2014,6199,Value,3023,1000 No,80.94,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,1,Total,2015,6199,Value,3023,1000 No,80.52,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,1,Total,2016,6199,Value,3023,1000 No,80.0,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,1,Total,2017,6199,Value,3023,1000 No,80.66,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,1,Total,2018,6199,Value,3023,1000 No,80.39,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,1,Total,2019,6199,Value,3023,1000 No,80.14,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21072,1,Total,2020,6199,Value,3023,1000 No,77.12,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,1,Total,2021,6199,Value,3023,1000 No,77.01,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,2,Male,2007,6199,Value,3023,1000 No,81.13,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,2,Male,2009,6199,Value,3023,1000 No,82.64,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,2,Male,2010,6199,Value,3023,1000 No,84.15,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,2,Male,2011,6199,Value,3023,1000 No,84.26,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,2,Male,2012,6199,Value,3023,1000 No,83.71,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,2,Male,2013,6199,Value,3023,1000 No,84.63,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,2,Male,2014,6199,Value,3023,1000 No,84.74,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,2,Male,2015,6199,Value,3023,1000 No,84.88,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,2,Male,2016,6199,Value,3023,1000 No,84.24,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,2,Male,2017,6199,Value,3023,1000 No,84.75,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,2,Male,2018,6199,Value,3023,1000 No,85.09,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,2,Male,2019,6199,Value,3023,1000 No,84.61,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21072,2,Male,2020,6199,Value,3023,1000 No,82.6,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,2,Male,2021,6199,Value,3023,1000 No,81.43,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,3,Female,2007,6199,Value,3023,1000 No,74.57,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,3,Female,2009,6199,Value,3023,1000 No,74.73,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,3,Female,2010,6199,Value,3023,1000 No,75.86,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,3,Female,2011,6199,Value,3023,1000 No,75.97,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,3,Female,2012,6199,Value,3023,1000 No,75.86,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,3,Female,2013,6199,Value,3023,1000 No,76.99,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,3,Female,2014,6199,Value,3023,1000 No,77.31,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,3,Female,2015,6199,Value,3023,1000 No,76.35,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,3,Female,2016,6199,Value,3023,1000 No,75.96,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,3,Female,2017,6199,Value,3023,1000 No,76.65,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,3,Female,2018,6199,Value,3023,1000 No,75.81,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,3,Female,2019,6199,Value,3023,1000 No,75.74,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21072,3,Female,2020,6199,Value,3023,1000 No,71.77,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21072,3,Female,2021,6199,Value,3023,1000 No,72.68,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,1,Total,2007,6199,Value,3023,1000 No,60.53,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,1,Total,2009,6199,Value,3023,1000 No,65.12,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,1,Total,2010,6199,Value,3023,1000 No,64.48,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,1,Total,2011,6199,Value,3023,1000 No,62.38,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,1,Total,2012,6199,Value,3023,1000 No,59.86,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,1,Total,2013,6199,Value,3023,1000 No,63.07,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,1,Total,2014,6199,Value,3023,1000 No,62.89,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,1,Total,2015,6199,Value,3023,1000 No,63.88,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,1,Total,2016,6199,Value,3023,1000 No,61.72,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,1,Total,2017,6199,Value,3023,1000 No,61.72,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,1,Total,2018,6199,Value,3023,1000 No,62.76,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,1,Total,2019,6199,Value,3023,1000 No,63.52,X,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
OER,Viet Nam,21122,1,Total,2020,6199,Value,3023,1000 No,61.07,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,1,Total,2021,6199,Value,3023,1000 No,51.18,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,2,Male,2007,6199,Value,3023,1000 No,61.57,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,2,Male,2009,6199,Value,3023,1000 No,66.85,X,Repository: ILO-STATISTICS - Micro data processing
OER,Viet Nam,21122,2,Male,2010,6199,Value,3023,1000 No,67.39,X,Repository: ILO-STATISTICS - Micro data processing
