Domain Code,Area Code,Element Code,Element,Item Code,Year,Unit,Value,Flag,Note
QCL,237,5419,Yield,656,2002,100 g/ha,14203.0,A,nan
QCL,237,5510,Production,656,2002,t,699500.0,A,nan
QCL,237,5312,Area harvested,656,2003,ha,480500.0,A,nan
QCL,237,5419,Yield,656,2003,100 g/ha,16518.0,A,nan
QCL,237,5510,Production,656,2003,t,793700.0,A,nan
QCL,237,5312,Area harvested,656,2004,ha,479100.0,A,nan
QCL,237,5419,Yield,656,2004,100 g/ha,19073.0,E,nan
QCL,237,5510,Production,656,2004,t,913800.0,X,Unofficial figure
QCL,237,5312,Area harvested,656,2005,ha,483600.0,A,nan
QCL,237,5419,Yield,656,2005,100 g/ha,17184.0,E,nan
QCL,237,5510,Production,656,2005,t,831000.0,X,Unofficial figure
QCL,237,5312,Area harvested,656,2006,ha,483200.0,A,nan
QCL,237,5419,Yield,656,2006,100 g/ha,20391.0,A,nan
QCL,237,5510,Production,656,2006,t,985300.0,A,nan
QCL,237,5312,Area harvested,656,2007,ha,488900.0,A,nan
QCL,237,5419,Yield,656,2007,100 g/ha,25588.0,E,nan
QCL,237,5510,Production,656,2007,t,1251000.0,X,Unofficial figure
QCL,237,5312,Area harvested,656,2008,ha,500200.0,A,nan
QCL,237,5419,Yield,656,2008,100 g/ha,21108.0,A,nan
QCL,237,5510,Production,656,2008,t,1055811.0,A,nan
QCL,237,5312,Area harvested,656,2009,ha,507200.0,A,nan
QCL,237,5419,Yield,656,2009,100 g/ha,20851.0,A,nan
QCL,237,5510,Production,656,2009,t,1057539.6,A,nan
QCL,237,5312,Area harvested,656,2010,ha,511900.0,A,nan
QCL,237,5419,Yield,656,2010,100 g/ha,21600.0,A,nan
QCL,237,5510,Production,656,2010,t,1105700.0,A,nan
QCL,237,5312,Area harvested,656,2011,ha,543865.0,A,nan
QCL,237,5419,Yield,656,2011,100 g/ha,23471.0,A,nan
QCL,237,5510,Production,656,2011,t,1276506.0,A,nan
QCL,237,5312,Area harvested,656,2012,ha,572600.0,A,nan
QCL,237,5419,Yield,656,2012,100 g/ha,22013.0,A,nan
QCL,237,5510,Production,656,2012,t,1260463.0,A,nan
QCL,237,5312,Area harvested,656,2013,ha,581381.0,A,nan
QCL,237,5419,Yield,656,2013,100 g/ha,22820.0,A,nan
QCL,237,5510,Production,656,2013,t,1326688.0,A,nan
QCL,237,5312,Area harvested,656,2014,ha,589041.0,A,nan
QCL,237,5419,Yield,656,2014,100 g/ha,23877.0,A,nan
QCL,237,5510,Production,656,2014,t,1406469.0,A,nan
QCL,237,5312,Area harvested,656,2015,ha,593800.0,A,nan
QCL,237,5419,Yield,656,2015,100 g/ha,24469.0,A,nan
QCL,237,5510,Production,656,2015,t,1452999.3,A,nan
QCL,237,5312,Area harvested,656,2016,ha,597597.0,A,nan
QCL,237,5419,Yield,656,2016,100 g/ha,24445.0,A,nan
QCL,237,5510,Production,656,2016,t,1460800.01,A,nan
QCL,237,5312,Area harvested,656,2017,ha,605178.0,A,nan
QCL,237,5419,Yield,656,2017,100 g/ha,25487.0,A,nan
QCL,237,5510,Production,656,2017,t,1542397.88,A,nan
QCL,237,5312,Area harvested,656,2018,ha,618879.0,A,nan
QCL,237,5419,Yield,656,2018,100 g/ha,26117.0,A,nan
QCL,237,5510,Production,656,2018,t,1616307.25,A,nan
QCL,237,5312,Area harvested,656,2019,ha,624100.0,A,nan
QCL,237,5419,Yield,656,2019,100 g/ha,27027.0,A,nan
QCL,237,5510,Production,656,2019,t,1686765.17,A,nan
QCL,237,5312,Area harvested,656,2020,ha,637563.0,A,nan
QCL,237,5419,Yield,656,2020,100 g/ha,27660.0,A,nan
QCL,237,5510,Production,656,2020,t,1763476.04,A,nan
QCL,237,5312,Area harvested,656,2021,ha,653192.0,A,nan
QCL,237,5419,Yield,656,2021,100 g/ha,28246.0,A,nan
QCL,237,5510,Production,656,2021,t,1845032.98,A,nan
QCL,237,5312,Area harvested,813,1991,ha,0.0,M,nan
QCL,237,5510,Production,813,1991,t,0.0,M,nan
QCL,237,5312,Area harvested,813,1992,ha,0.0,M,nan
QCL,237,5510,Production,813,1992,t,0.0,M,nan
QCL,237,5312,Area harvested,813,1993,ha,0.0,M,nan
QCL,237,5510,Production,813,1993,t,0.0,M,nan
QCL,237,5312,Area harvested,813,1994,ha,0.0,M,nan
QCL,237,5510,Production,813,1994,t,0.0,M,nan
QCL,237,5312,Area harvested,813,1995,ha,0.0,M,nan
QCL,237,5510,Production,813,1995,t,291300.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,1996,ha,0.0,M,nan
QCL,237,5510,Production,813,1996,t,329500.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,1997,ha,0.0,M,nan
QCL,237,5510,Production,813,1997,t,277700.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,1998,ha,0.0,M,nan
QCL,237,5510,Production,813,1998,t,241000.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,1999,ha,0.0,M,nan
QCL,237,5510,Production,813,1999,t,276000.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2000,ha,0.0,M,nan
QCL,237,5510,Production,813,2000,t,221200.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2001,ha,0.0,M,nan
QCL,237,5510,Production,813,2001,t,223000.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2002,ha,0.0,M,nan
QCL,237,5510,Production,813,2002,t,228800.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2003,ha,0.0,M,nan
QCL,237,5510,Production,813,2003,t,230000.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2004,ha,0.0,M,nan
QCL,237,5510,Production,813,2004,t,232650.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2005,ha,0.0,M,nan
QCL,237,5510,Production,813,2005,t,235000.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2006,ha,0.0,M,nan
QCL,237,5510,Production,813,2006,t,250000.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2007,ha,0.0,M,nan
QCL,237,5510,Production,813,2007,t,259000.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2008,ha,0.0,M,nan
QCL,237,5510,Production,813,2008,t,274000.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2009,ha,0.0,M,nan
QCL,237,5510,Production,813,2009,t,282000.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2010,ha,0.0,M,nan
QCL,237,5510,Production,813,2010,t,291000.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2011,ha,0.0,M,nan
QCL,237,5510,Production,813,2011,t,300400.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2012,ha,0.0,M,nan
QCL,237,5510,Production,813,2012,t,318300.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2013,ha,0.0,M,nan
QCL,237,5510,Production,813,2013,t,326000.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2014,ha,0.0,M,nan
QCL,237,5510,Production,813,2014,t,343600.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2015,ha,0.0,M,nan
QCL,237,5510,Production,813,2015,t,359800.0,X,Unofficial figure
QCL,237,5312,Area harvested,813,2016,ha,0.0,M,nan
QCL,237,5510,Production,813,2016,t,358027.68,I,nan
QCL,237,5312,Area harvested,813,2017,ha,0.0,M,nan
QCL,237,5510,Production,813,2017,t,362361.08,I,nan
QCL,237,5312,Area harvested,813,2018,ha,0.0,M,nan
QCL,237,5510,Production,813,2018,t,372792.91,I,nan
QCL,237,5312,Area harvested,813,2019,ha,0.0,M,nan
QCL,237,5510,Production,813,2019,t,382921.59,I,nan
QCL,237,5312,Area harvested,813,2020,ha,0.0,M,nan
QCL,237,5510,Production,813,2020,t,391904.03,I,nan
QCL,237,5312,Area harvested,813,2021,ha,0.0,M,nan
QCL,237,5510,Production,813,2021,t,400886.48,I,nan
QCL,237,5510,Production,767,1961,t,1132.0,I,nan
QCL,237,5510,Production,767,1962,t,1099.0,I,nan
QCL,237,5510,Production,767,1963,t,1049.0,I,nan
QCL,237,5510,Production,767,1964,t,999.0,I,nan
QCL,237,5510,Production,767,1965,t,916.0,I,nan
QCL,237,5510,Production,767,1966,t,679.0,I,nan
QCL,237,5510,Production,767,1967,t,666.0,I,nan
QCL,237,5510,Production,767,1968,t,666.0,I,nan
QCL,237,5510,Production,767,1969,t,599.0,I,nan
QCL,237,5510,Production,767,1970,t,499.0,I,nan
QCL,237,5510,Production,767,1971,t,350.0,I,nan
QCL,237,5510,Production,767,1972,t,333.0,I,nan
QCL,237,5510,Production,767,1973,t,300.0,I,nan
QCL,237,5510,Production,767,1974,t,333.0,I,nan
QCL,237,5510,Production,767,1975,t,733.0,I,nan
QCL,237,5510,Production,767,1976,t,749.0,I,nan
QCL,237,5510,Production,767,1977,t,962.0,I,nan
QCL,237,5510,Production,767,1978,t,1002.0,I,nan
QCL,237,5510,Production,767,1979,t,743.0,I,nan
QCL,237,5510,Production,767,1980,t,703.0,I,nan
QCL,237,5510,Production,767,1981,t,769.0,I,nan
QCL,237,5510,Production,767,1982,t,1156.0,I,nan
QCL,237,5510,Production,767,1983,t,1362.0,I,nan
QCL,237,5510,Production,767,1984,t,1508.0,I,nan
QCL,237,5510,Production,767,1985,t,1482.0,I,nan
QCL,237,5510,Production,767,1986,t,1532.0,I,nan
QCL,237,5510,Production,767,1987,t,1422.0,I,nan
QCL,237,5510,Production,767,1988,t,1392.0,I,nan
QCL,237,5510,Production,767,1989,t,1099.0,I,nan
QCL,237,5510,Production,767,1990,t,1032.0,I,nan
QCL,237,5510,Production,767,1991,t,2764.0,I,nan
QCL,237,5510,Production,767,1992,t,4262.0,I,nan
QCL,237,5510,Production,767,1993,t,1732.0,I,nan
QCL,237,5510,Production,767,1994,t,2897.0,I,nan
QCL,237,5510,Production,767,1995,t,5961.0,I,nan
QCL,237,5510,Production,767,1996,t,3730.0,I,nan
QCL,237,5510,Production,767,1997,t,4662.0,I,nan
QCL,237,5510,Production,767,1998,t,7326.0,I,nan
QCL,237,5510,Production,767,1999,t,7393.0,I,nan
QCL,237,5510,Production,767,2000,t,6260.0,I,nan
QCL,237,5510,Production,767,2001,t,11189.0,I,nan
QCL,237,5510,Production,767,2002,t,13320.0,I,nan
QCL,237,5510,Production,767,2003,t,11688.0,I,nan
QCL,237,5510,Production,767,2004,t,8591.0,I,nan
QCL,237,5510,Production,767,2005,t,11156.0,I,nan
QCL,237,5510,Production,767,2006,t,9524.0,I,nan
QCL,237,5510,Production,767,2007,t,5361.0,I,nan
QCL,237,5510,Production,767,2008,t,2664.0,I,nan
QCL,237,5510,Production,767,2009,t,4029.0,I,nan
QCL,237,5510,Production,767,2010,t,4163.0,I,nan
QCL,237,5510,Production,767,2011,t,4260.0,I,nan
QCL,237,5510,Production,767,2012,t,2940.0,I,nan
QCL,237,5510,Production,767,2013,t,1073.0,I,nan
QCL,237,5510,Production,767,2014,t,1016.0,I,nan
QCL,237,5510,Production,767,2015,t,501.0,I,nan
QCL,237,5510,Production,767,2016,t,214.0,I,nan
QCL,237,5510,Production,767,2017,t,118.0,I,nan
QCL,237,5510,Production,767,2018,t,109.0,I,nan
QCL,237,5510,Production,767,2019,t,30.0,I,nan
QCL,237,5510,Production,767,2020,t,24.0,I,nan
QCL,237,5510,Production,329,1961,t,2264.4,I,nan
QCL,237,5510,Production,329,1962,t,2197.8,I,nan
QCL,237,5510,Production,329,1963,t,2097.9,I,nan
QCL,237,5510,Production,329,1964,t,1998.0,I,nan
QCL,237,5510,Production,329,1965,t,1831.5,I,nan
QCL,237,5510,Production,329,1966,t,1358.64,I,nan
QCL,237,5510,Production,329,1967,t,1332.0,I,nan
QCL,237,5510,Production,329,1968,t,1332.0,I,nan
QCL,237,5510,Production,329,1969,t,1198.8,I,nan
QCL,237,5510,Production,329,1970,t,999.0,I,nan
QCL,237,5510,Production,329,1971,t,699.3,I,nan
QCL,237,5510,Production,329,1972,t,666.0,I,nan
QCL,237,5510,Production,329,1973,t,599.4,I,nan
QCL,237,5510,Production,329,1974,t,666.0,I,nan
QCL,237,5510,Production,329,1975,t,1465.2,I,nan
QCL,237,5510,Production,329,1976,t,1498.5,I,nan
QCL,237,5510,Production,329,1977,t,1924.74,I,nan
QCL,237,5510,Production,329,1978,t,2004.66,I,nan
QCL,237,5510,Production,329,1979,t,1485.18,I,nan
QCL,237,5510,Production,329,1980,t,1405.26,I,nan
QCL,237,5510,Production,329,1981,t,1538.46,I,nan
QCL,237,5510,Production,329,1982,t,2311.02,I,nan
QCL,237,5510,Production,329,1983,t,2723.94,I,nan
QCL,237,5510,Production,329,1984,t,3016.98,I,nan
QCL,237,5510,Production,329,1985,t,2963.7,I,nan
QCL,237,5510,Production,329,1986,t,3063.6,I,nan
QCL,237,5510,Production,329,1987,t,2843.82,I,nan
QCL,237,5510,Production,329,1988,t,2783.88,I,nan
QCL,237,5510,Production,329,1989,t,2197.8,I,nan
QCL,237,5510,Production,329,1990,t,2064.6,I,nan
QCL,237,5510,Production,329,1991,t,5527.8,I,nan
QCL,237,5510,Production,329,1992,t,8524.8,I,nan
QCL,237,5510,Production,329,1993,t,3463.2,I,nan
QCL,237,5510,Production,329,1994,t,5794.2,I,nan
QCL,237,5510,Production,329,1995,t,11921.4,I,nan
QCL,237,5510,Production,329,1996,t,7459.2,I,nan
QCL,237,5510,Production,329,1997,t,9324.0,I,nan
QCL,237,5510,Production,329,1998,t,14652.0,I,nan
QCL,237,5510,Production,329,1999,t,14785.2,I,nan
QCL,237,5510,Production,329,2000,t,12520.8,I,nan
QCL,237,5510,Production,329,2001,t,22377.6,I,nan
QCL,237,5510,Production,329,2002,t,26640.0,I,nan
QCL,237,5510,Production,329,2003,t,23376.6,I,nan
QCL,237,5510,Production,329,2004,t,17182.8,I,nan
QCL,237,5510,Production,329,2005,t,22311.0,I,nan
QCL,237,5510,Production,329,2006,t,19047.6,I,nan
QCL,237,5510,Production,329,2007,t,10722.6,I,nan
QCL,237,5510,Production,329,2008,t,5328.0,I,nan
QCL,237,5510,Production,329,2009,t,8058.6,I,nan
QCL,237,5510,Production,329,2010,t,8325.0,I,nan
QCL,237,5510,Production,329,2011,t,8519.03,I,nan
QCL,237,5510,Production,329,2012,t,5880.11,I,nan
QCL,237,5510,Production,329,2013,t,2177.78,I,nan
QCL,237,5510,Production,329,2014,t,2061.28,I,nan
QCL,237,5510,Production,329,2015,t,1017.51,I,nan
QCL,237,5510,Production,329,2016,t,433.43,I,nan
QCL,237,5510,Production,329,2017,t,240.44,I,nan
QCL,237,5510,Production,329,2018,t,221.05,I,nan
QCL,237,5510,Production,329,2019,t,61.27,I,nan
QCL,237,5510,Production,329,2020,t,47.98,I,nan
QCL,237,5510,Production,331,1961,t,169.83,I,nan
QCL,237,5510,Production,331,1962,t,164.83,I,nan
QCL,237,5510,Production,331,1963,t,157.34,I,nan
QCL,237,5510,Production,331,1964,t,149.85,I,nan
QCL,237,5510,Production,331,1965,t,137.36,I,nan
QCL,237,5510,Production,331,1966,t,101.9,I,nan
QCL,237,5510,Production,331,1967,t,99.9,I,nan
QCL,237,5510,Production,331,1968,t,99.9,I,nan
QCL,237,5510,Production,331,1969,t,89.91,I,nan
QCL,237,5510,Production,331,1970,t,74.92,I,nan
QCL,237,5510,Production,331,1971,t,52.45,I,nan
QCL,237,5510,Production,331,1972,t,49.95,I,nan
QCL,237,5510,Production,331,1973,t,44.95,I,nan
QCL,237,5510,Production,331,1974,t,49.95,I,nan
QCL,237,5510,Production,331,1975,t,109.89,I,nan
QCL,237,5510,Production,331,1976,t,112.39,I,nan
QCL,237,5510,Production,331,1977,t,144.36,I,nan
QCL,237,5510,Production,331,1978,t,150.35,I,nan
QCL,237,5510,Production,331,1979,t,111.39,I,nan
QCL,237,5510,Production,331,1980,t,105.39,I,nan
QCL,237,5510,Production,331,1981,t,115.38,I,nan
QCL,237,5510,Production,331,1982,t,173.33,I,nan
QCL,237,5510,Production,331,1983,t,204.3,I,nan
QCL,237,5510,Production,331,1984,t,226.27,I,nan
QCL,237,5510,Production,331,1985,t,222.28,I,nan
QCL,237,5510,Production,331,1986,t,229.77,I,nan
QCL,237,5510,Production,331,1987,t,213.29,I,nan
QCL,237,5510,Production,331,1988,t,208.79,I,nan
QCL,237,5510,Production,331,1989,t,164.83,I,nan
QCL,237,5510,Production,331,1990,t,154.84,I,nan
QCL,237,5510,Production,331,1991,t,414.58,I,nan
QCL,237,5510,Production,331,1992,t,639.36,I,nan
QCL,237,5510,Production,331,1993,t,259.74,I,nan
QCL,237,5510,Production,331,1994,t,434.56,I,nan
QCL,237,5510,Production,331,1995,t,894.11,I,nan
QCL,237,5510,Production,331,1996,t,559.44,I,nan
QCL,237,5510,Production,331,1997,t,699.3,I,nan
QCL,237,5510,Production,331,1998,t,1098.9,I,nan
QCL,237,5510,Production,331,1999,t,1108.89,I,nan
QCL,237,5510,Production,331,2000,t,939.06,I,nan
QCL,237,5510,Production,331,2001,t,1678.32,I,nan
QCL,237,5510,Production,331,2002,t,1998.0,I,nan
QCL,237,5510,Production,331,2003,t,1753.24,I,nan
QCL,237,5510,Production,331,2004,t,1288.71,I,nan
QCL,237,5510,Production,331,2005,t,1673.33,I,nan
QCL,237,5510,Production,331,2006,t,1428.57,I,nan
QCL,237,5510,Production,331,2007,t,804.2,I,nan
QCL,237,5510,Production,331,2008,t,399.6,I,nan
QCL,237,5510,Production,331,2009,t,604.39,I,nan
QCL,237,5510,Production,331,2010,t,818.51,I,nan
QCL,237,5510,Production,331,2011,t,819.96,I,nan
QCL,237,5510,Production,331,2012,t,580.1,I,nan
QCL,237,5510,Production,331,2013,t,217.89,I,nan
QCL,237,5510,Production,331,2014,t,218.53,I,nan
QCL,237,5510,Production,331,2015,t,120.58,I,nan
QCL,237,5510,Production,331,2016,t,43.35,I,nan
QCL,237,5510,Production,331,2017,t,28.3,I,nan
QCL,237,5510,Production,331,2018,t,8.76,I,nan
QCL,237,5510,Production,331,2019,t,9.6,I,nan
QCL,237,5510,Production,331,2020,t,17.47,I,nan
QCL,237,5112,Stocks,1068,1961,1000 An,14900.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1962,1000 An,16000.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1963,1000 An,20300.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1964,1000 An,17600.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1965,1000 An,19700.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1966,1000 An,18300.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1967,1000 An,18400.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1968,1000 An,19100.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1969,1000 An,19000.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1970,1000 An,19200.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1971,1000 An,19300.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1972,1000 An,22500.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1973,1000 An,24300.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1974,1000 An,25400.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1975,1000 An,17600.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1976,1000 An,18200.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1977,1000 An,16700.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1978,1000 An,17000.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1979,1000 An,17700.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1980,1000 An,19300.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1981,1000 An,21000.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1982,1000 An,23100.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1983,1000 An,24800.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1984,1000 An,26800.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1985,1000 An,27400.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1986,1000 An,30000.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1987,1000 An,28800.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1988,1000 An,28900.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1989,1000 An,31400.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1990,1000 An,32200.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1991,1000 An,32700.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1992,1000 An,37300.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1993,1000 An,40000.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1994,1000 An,41300.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1995,1000 An,42600.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1996,1000 An,45400.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1997,1000 An,48200.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1998,1000 An,49900.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,1999,1000 An,53800.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,2000,1000 An,58800.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,2001,1000 An,65430.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,2002,1000 An,69900.0,X,Unofficial figure
QCL,237,5112,Stocks,1068,2003,1000 An,76383.0,A,nan
QCL,237,5112,Stocks,1068,2004,1000 An,65446.0,A,nan
QCL,237,5112,Stocks,1068,2005,1000 An,65973.0,A,nan
QCL,237,5112,Stocks,1068,2006,1000 An,64380.0,A,nan
QCL,237,5112,Stocks,1068,2007,1000 An,67800.0,A,nan
QCL,237,5112,Stocks,1068,2008,1000 An,75190.0,A,nan
QCL,237,5112,Stocks,1068,2009,1000 An,72566.0,A,nan
QCL,237,5112,Stocks,1068,2010,1000 An,68633.0,A,nan
QCL,237,5112,Stocks,1068,2011,1000 An,96780.0,A,nan
QCL,237,5112,Stocks,1068,2012,1000 An,84715.0,A,nan
QCL,237,5112,Stocks,1068,2013,1000 An,69137.0,A,nan
QCL,237,5112,Stocks,1068,2014,1000 An,68507.0,A,nan
QCL,237,5112,Stocks,1068,2015,1000 An,69547.0,A,nan
QCL,237,5112,Stocks,1068,2016,1000 An,71286.0,A,nan
QCL,237,5112,Stocks,1068,2017,1000 An,74948.0,A,nan
QCL,237,5112,Stocks,1068,2018,1000 An,76911.0,A,nan
QCL,237,5112,Stocks,1068,2019,1000 An,82536.0,A,nan
QCL,237,5112,Stocks,1068,2020,1000 An,86563.0,A,nan
QCL,237,5112,Stocks,1068,2021,1000 An,82003.0,E,nan
QCL,237,5510,Production,948,1991,t,3630.45,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,1991,An,428118.64,I,nan
QCL,237,5510,Production,948,1992,t,3689.99,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,1992,An,435140.09,I,nan
QCL,237,5510,Production,948,1993,t,3809.57,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,1993,An,449242.28,I,nan
QCL,237,5510,Production,948,1994,t,3855.4,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,1994,An,454645.69,I,nan
QCL,237,5510,Production,948,1995,t,3860.92,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,1995,An,455296.64,I,nan
QCL,237,5510,Production,948,1996,t,2872.6,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,1996,An,338750.0,I,nan
QCL,237,5510,Production,948,1997,t,2968.0,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,1997,An,350000.0,I,nan
QCL,237,5510,Production,948,1998,t,2597.0,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,1998,An,306250.0,I,nan
QCL,237,5510,Production,948,1999,t,2692.4,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,1999,An,317500.0,I,nan
QCL,237,5510,Production,948,2000,t,2819.6,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2000,An,332500.0,I,nan
QCL,237,5510,Production,948,2001,t,2872.6,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2001,An,338750.0,I,nan
QCL,237,5510,Production,948,2002,t,3021.0,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2002,An,356250.0,I,nan
QCL,237,5510,Production,948,2003,t,3137.6,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2003,An,370000.0,I,nan
QCL,237,5510,Production,948,2004,t,3349.6,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2004,An,395000.0,I,nan
QCL,237,5510,Production,948,2005,t,3487.4,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2005,An,411250.0,I,nan
QCL,237,5510,Production,948,2006,t,3816.0,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2006,An,450000.0,I,nan
QCL,237,5510,Production,948,2007,t,3932.6,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2007,An,463750.0,I,nan
QCL,237,5510,Production,948,2008,t,4165.8,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2008,An,479042.85,I,nan
QCL,237,5510,Production,948,2009,t,4611.0,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2009,An,491000.0,E,nan
QCL,237,5510,Production,948,2010,t,4876.0,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2010,An,490000.0,E,nan
QCL,237,5510,Production,948,2011,t,5119.8,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2011,An,462000.0,E,nan
QCL,237,5510,Production,948,2012,t,5162.2,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2012,An,447700.0,E,nan
QCL,237,5510,Production,948,2013,t,4982.0,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2013,An,436000.0,E,nan
QCL,237,5510,Production,948,2014,t,4992.6,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2014,An,399103.0,A,nan
QCL,237,5510,Production,948,2015,t,5003.2,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2015,An,391853.0,A,nan
QCL,237,5510,Production,948,2016,t,5045.6,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2016,An,396995.0,A,nan
QCL,237,5510,Production,948,2017,t,9323.66,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2017,An,400421.19,A,nan
QCL,237,5510,Production,948,2018,t,9763.74,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2018,An,414193.01,A,nan
QCL,237,5510,Production,948,2019,t,10014.77,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2019,An,426306.0,A,nan
QCL,237,5510,Production,948,2020,t,10253.6,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2020,An,435278.84,A,nan
QCL,237,5510,Production,948,2021,t,9669.69,I,nan
QCL,237,5320,Producing Animals/Slaughtered,948,2021,An,555512.2,E,nan
QCL,237,5510,Production,868,1991,t,6581.21,I,nan
QCL,237,5320,Producing Animals/Slaughtered,868,1991,An,444231.49,I,nan
QCL,237,5510,Production,868,1992,t,6806.65,I,nan
QCL,237,5320,Producing Animals/Slaughtered,868,1992,An,459449.0,I,nan
QCL,237,5510,Production,868,1993,t,7648.15,I,nan
QCL,237,5320,Producing Animals/Slaughtered,868,1993,An,516000.0,E,nan
QCL,237,5510,Production,868,1994,t,8166.67,I,nan
QCL,237,5320,Producing Animals/Slaughtered,868,1994,An,507584.18,I,nan
QCL,237,5510,Production,868,1995,t,6574.07,I,nan
QCL,237,5320,Producing Animals/Slaughtered,868,1995,An,535338.24,I,nan
QCL,237,5510,Production,868,1996,t,7129.63,I,nan
